RowHeader|vs.AssetTOAccount|vs.D_AssetTOAccount|vs.D_EBITDAMarginAccount|vs.D_G_EPSAccount|vs.D_G_OperatingRevenueAccount|vs.D_GrossMarginAccount|vs.D_NetMarginAccount|vs.D_OperatingMarginAccount|vs.D_ROAAccount|vs.D_ROEAccount|vs.D_R_Debt_EquityAccount|vs.G_EPSAccount|vs.G_OperatingRevenueAccount|vs.ROAAccount|vs.ROEAccount
ai006066.01|-0.03206210147981503056|0.08363074187247709901|-0.01157626227650790374|0.10801770241369254566|0.09203172115185231927|0.00573437394509823672|0.00106720173098290294|-0.00183051429458536141|0.00837667347911065507|0.05304931837989906862|0.23960533270375161674|0.06683616888309645843|0.03200334487833506047|-0.00354060575838333058|-0.02673498375833160967
