RowHeader|Beta
ai001004.01|1.41437979829050886060
ai001013.01|0.07733969230389858840
ai001045.01|0.20808122709538870443
ai001045.02|-0.27768223717532930506
ai001050.01|0.77108590899380413664
ai001062.01|0.69047632762508648341
ai001072.01|1.16952044311529412823
ai001075.01|0.56284376934232438483
ai001076.01|1.07153907838640294337
ai001076.02|-0.42756842427985747301
ai001078.01|0.46843224815884648704
ai001082.01|1.26999395391332181582
ai001084.01|0.15455500788632825504
ai001094.01|1.17177519172923183532
ai001096.01|0.07949437452380529734
ai001104.01|0.26426376512878635427
ai001109.01|0.51790917841909833719
ai001117.02|0.74829296792926736082
ai001119.01|1.01340854124580159734
ai001121.01|1.16936362026627516109
ai001161.01|1.87527193739887021451
ai001166.01|1.84775422732964567096
ai001173.01|0.79466417967997360350
ai001177.01|1.13495812748909274958
ai001186.01|0.47477016215528211607
ai001209.01|1.01903881964356091139
ai001210.01|0.19505696787260043412
ai001225.17|0.01710156637454734313
ai001225.18|-0.00765326070982910982
ai001225.23|-0.00547025412711007065
ai001225.26|0.09682450938494895076
ai001228.02|1.29226326517498080193
ai001230.01|0.96086653682423972533
ai001234.01|0.67134253788770192894
ai001239.01|0.00134660515818174164
ai001254.01|1.68580321028644264381
ai001257.01|1.20183026084559796409
ai001259.01|-0.67126292074745252947
ai001262.01|0.00000000000000000000
ai001266.01|0.78787899311395592772
ai001274.01|0.51299450089359144300
ai001279.01|0.17349641956634470619
ai001297.01|-0.36026173347120193924
ai001300.01|1.26679027534016519496
ai001308.02|1.49070881080129069574
ai001327.01|2.13973976718348568582
ai001331.01|1.17366388252824616067
ai001352.01|0.75744754744921916068
ai001356.01|1.57307641037846157595
ai001356.02|0.09679537393550342872
ai001360.01|-0.89564082303716607836
ai001380.01|1.66872310440807836152
ai001382.01|1.28392049947497755014
ai001393.01|1.40830643740584782186
ai001393.03|0.10687208147980208073
ai001408.01|0.82714064036902212873
ai001410.01|0.92985221218435620827
ai001414.02|0.72893929195518036845
ai001417.01|0.04454791948852827865
ai001439.01|0.86991532457973552717
ai001440.01|0.40378416541835954190
ai001440.03|0.04259367412256519908
ai001441.01|-0.35809912287448558699
ai001447.01|1.10013232360568968815
ai001449.01|1.51088268437930350885
ai001468.01|0.68735153199686505054
ai001487.01|1.56973187262509061846
ai001487.07|0.67282144900082574424
ai001487.11|2.08302671822555129921
ai001507.01|0.30220428325302894912
ai001523.01|-0.63840979322852253741
ai001526.01|0.47531297134798033976
ai001533.01|0.90264984569275996673
ai001545.03|1.19620151041493238964
ai001554.01|1.18875787960817680400
ai001559.01|0.00866895149597491158
ai001562.01|1.31198661502344626761
ai001585.01|1.08207410533392001106
ai001593.01|0.18631840166212643162
ai001598.01|1.32943458366419098304
ai001602.01|0.52570492275686220296
ai001606.01|-0.76810256546868205252
ai001611.01|0.88850666360088514928
ai001613.01|1.58572942099108438185
ai001618.01|0.07653611361586289130
ai001627.02|2.78527436336146827500
ai001632.01|1.22213434971814027818
ai001633.01|0.98115485519210998699
ai001634.01|0.97809182204048317200
ai001635.01|0.88317834033150521833
ai001650.01|2.29244734788577364526
ai001659.01|1.14016859184285768158
ai001661.01|2.27474819516623627536
ai001678.01|1.62507480676501958605
ai001678.06|1.09121284034541732311
ai001682.01|1.45595809469289894089
ai001686.01|1.57722344861549856887
ai001690.01|1.01465612500387547534
ai001704.01|1.43805169761658691030
ai001705.01|-0.57368277239256448841
ai001706.01|1.67757986718482920985
ai001712.01|1.00410906889859585789
ai001718.01|15.14042556984725074187
ai001722.01|1.13040642138955105267
ai001722.03|1.56034078791270158781
ai001728.01|0.65614398676008445221
ai001743.02|1.61575078489138279636
ai001773.01|1.69492398326973803258
ai001783.01|0.78010275268659179382
ai001794.01|1.49423985685611460106
ai001820.01|0.19086426456306096466
ai001822.01|-3.78995499270671354353
ai001823.01|1.22712248903665188671
ai001823.02|0.28475135622379516009
ai001828.01|-0.03004184456741045353
ai001837.01|0.63884646176801396233
ai001860.01|1.56016941574261713832
ai001864.01|1.22754043816502256270
ai001878.01|1.91452042962772073231
