RowHeader|dm1.TotalReturns.1.l2n|dm1.TotalReturns.1.l2n_win025|dm1.TotalReturns.1.mean|dm1.TotalReturns.1.pct.1|dm1.TotalReturns.1.pct.10|dm1.TotalReturns.1.pct.25|dm1.TotalReturns.1.pct.5|dm1.TotalReturns.1.pct.50|dm1.TotalReturns.1.pct.75|dm1.TotalReturns.1.pct.90|dm1.TotalReturns.1.pct.95|dm1.TotalReturns.1.pct.99|dm1.n
D20130131|0.28016931566056479941|0.10113537602429384377|0.02901988639046908236|-0.34057971014492749440|-0.08409506398537469618|-0.02371024035092572646|-0.14722222222222225430|0.01005747126436795646|0.04520636801216204592|0.11055411715376128878|0.20929369652523177603|0.82477499196399861603|999.00000000000000000000
D20130228|0.74924659087317579953|0.11759415253952656966|0.07171796710916296391|-0.44722222222222207666|-0.05567010309278341840|-0.00000000000000022204|-0.10245161290322557512|0.03260329719895160849|0.07551918436499927001|0.14207973602278478609|0.25590772590772592476|0.70254166666666639784|999.00000000000000000000
D20130331|0.18015391068054034673|0.10973016655239070660|0.01993871444159473275|-0.28571428571428569843|-0.09291521486643394834|-0.03624999999999967137|-0.14285714285714279370|0.00441100155682416784|0.04359546648635548305|0.10852519523446191307|0.22993324989570285144|0.57460317460317456018|999.00000000000000000000
