RowHeader|TotalReturns.1
D20130131.ai000003.01|0.01357489480137030746
D20130131.ai001004.01|-0.06790450928381963625
D20130131.ai001045.01|0.95312500000000022204
D20130131.ai001050.01|-0.02350813743218815866
D20130131.ai001062.01|-0.10456273764258583459
D20130131.ai001072.01|0.04076436695461982396
D20130131.ai001075.01|0.04795803671787113309
D20130131.ai001076.01|-0.07959527824620593606
D20130131.ai001078.01|-0.00265643447461627602
D20130131.ai001084.01|0.88725490196078427019
D20130131.ai001094.01|-0.00287356321839093987
D20130131.ai001104.01|0.02786065573770502013
D20130131.ai001109.01|0.18592964824120605805
D20130131.ai001117.02|0.30722891566265020380
D20130131.ai001119.01|0.01058810265154308539
D20130131.ai001121.01|0.11543849817876150610
D20130131.ai001161.01|-0.04230769230769237943
D20130131.ai001166.01|-0.00177105136048938405
D20130131.ai001173.01|0.04748717948717939841
D20130131.ai001177.01|-0.02156334231805900892
D20130131.ai001186.01|-0.12168594114765429737
D20130131.ai001209.01|-0.01246711655038323929
D20130131.ai001210.01|0.10817031070195670672
D20130131.ai001225.17|0.00072502892402637187
D20130131.ai001225.18|-0.01663716814159255097
D20130131.ai001225.23|0.02049497293116742114
D20130131.ai001228.02|-0.05304347826086963646
D20130131.ai001230.01|0.11749403858660256716
D20130131.ai001234.01|-0.02129569597526326241
D20130131.ai001254.01|-0.05666739965915823518
D20130131.ai001257.01|-0.02511566424322553281
D20130131.ai001266.01|-0.01652513197153981928
D20130131.ai001274.01|0.04792146204830971534
D20130131.ai001297.01|-0.66666666666666674068
D20130131.ai001300.01|0.03329077048139539308
D20130131.ai001327.01|-0.11027568922305730492
D20130131.ai001331.01|0.17073170731707310033
D20130131.ai001352.01|-0.01233685905631409785
D20130131.ai001356.01|-0.03297208306399534994
D20130131.ai001356.02|0.00286532951289419913
D20130131.ai001380.01|-0.00982727814175066161
D20130131.ai001382.01|-0.05952380952380953438
D20130131.ai001393.01|0.12085378551241987566
D20130131.ai001408.01|-0.00134192824087819851
D20130131.ai001410.01|0.03558394160583944199
D20130131.ai001414.02|-0.03961254231830668715
D20130131.ai001417.01|-0.00011349605404575858
D20130131.ai001439.01|0.04671717171717171269
D20130131.ai001440.01|0.04401191622781674972
D20130131.ai001441.01|0.00000000000000022204
D20130131.ai001447.01|0.05679306240435266773
D20130131.ai001449.01|-0.05184032193770038432
D20130131.ai001468.01|0.01249999999999995559
D20130131.ai001487.01|0.00475812846946865875
D20130131.ai001487.11|-0.01142857142857189867
D20130131.ai001507.01|-0.00125183150824692557
D20130131.ai001526.01|0.04092734101800288293
D20130131.ai001533.01|-0.05995934959349569215
D20130131.ai001545.03|0.21376811594202971278
D20130131.ai001554.01|-0.06744977873385737954
D20130131.ai001559.01|-0.06666666666666698493
D20130131.ai001562.01|-0.05116279069767382115
D20130131.ai001585.01|-0.08466076696165192317
D20130131.ai001598.01|0.02049280312271317683
D20130131.ai001602.01|0.07719043454287288775
D20130131.ai001606.01|0.55555555555555580227
D20130131.ai001611.01|-0.30894308943089432429
D20130131.ai001613.01|0.01574375678610184792
D20130131.ai001618.01|-0.12751004016064237945
D20130131.ai001627.02|0.23762376237623761277
D20130131.ai001632.01|0.04396886420769474668
