RowHeader|(dm1a.dm2).Beta.mean2|(dm1a.dm2).TotalReturns.1.Beta.p_correl|(dm1a.dm2).TotalReturns.1.Beta.sp_correl|(dm1a.dm2).TotalReturns.1.Beta.sumprod|(dm1a.dm2).TotalReturns.1.mean1|(dm1a.dm2).com_n|(dm1a.dm2).n1|(dm1a.dm2).n2|(dm1b.dm2).Beta.mean2|(dm1b.dm2).TotalReturns.1.Beta.p_correl|(dm1b.dm2).TotalReturns.1.Beta.sp_correl|(dm1b.dm2).TotalReturns.1.Beta.sumprod|(dm1b.dm2).TotalReturns.1.mean1|(dm1b.dm2).com_n|(dm1b.dm2).n1|(dm1b.dm2).n2
D20130131|0.93860414240664125085|0.03346504232326437400|-0.07897937837505995817|35.43590721285809053143|0.03070956454555816631|862.00000000000000000000|999.00000000000000000000|999.00000000000000000000|0.93860414240664125085|0.03346504232326437400|-0.07897937837505995817|35.43590721285809053143|0.03070956454555816631|862.00000000000000000000|999.00000000000000000000|999.00000000000000000000
D20130228|1.57251852828608162937|-0.00730202599811181734|-0.01280455031914324790|5.80669939447304095381|0.07417006959755401141|872.00000000000000000000|999.00000000000000000000|999.00000000000000000000|1.57251852828608162937|-0.00730202599811181734|-0.01280455031914324790|5.80669939447304095381|0.07417006959755401141|872.00000000000000000000|999.00000000000000000000|999.00000000000000000000
