RowHeader|Beta
ai001004.01|-1.40638838850025593707
ai001045.01|0.40984469436191750535
ai001050.01|-0.57933812865836831207
ai001062.01|-0.67539957926463844995
ai001072.01|-1.15319317658553566197
ai001075.01|-0.54024199012037721346
ai001076.01|-1.01759739618412736739
ai001078.01|-0.45859093552821517115
ai001084.01|-0.24217169894442269751
ai001094.01|-1.08962356657362691159
ai001104.01|-0.29756515876291173006
ai001109.01|-0.71577707635259912866
ai001117.02|-0.66871743090166402279
ai001119.01|-0.97442765548046872404
ai001121.01|-0.86933698654249358384
ai001161.01|-1.91420551915517389574
ai001166.01|-1.94798624995481417521
ai001173.01|-0.69312322103016599240
ai001177.01|-1.00351969685022979206
ai001186.01|-0.44542313218986379075
ai001209.01|-1.00615389188955384192
ai001210.01|-0.19447703594361884227
ai001225.17|-0.02704520466257019987
ai001225.18|0.00334506285512877269
ai001225.23|-0.03307097831239715069
ai001228.02|-1.35349466620743097423
ai001230.01|-0.70282210068591688401
ai001234.01|-0.67506909812595461418
ai001254.01|-1.71988234856489352609
ai001257.01|-1.15908990997836736092
ai001259.01|1.19490305207100844243
ai001266.01|-0.68263737782665334652
ai001274.01|-0.48750023312544688014
ai001297.01|0.69174633164609633518
ai001300.01|-1.19248261058962934378
ai001327.01|-2.05334685007656458922
ai001331.01|-1.52605052197359114530
ai001352.01|-0.68799084543033373063
ai001356.01|-1.59684431512998936675
ai001356.02|-0.09896819766100573013
ai001380.01|-1.59102455593114311405
ai001382.01|-1.07360777267362261789
ai001393.01|-1.28125542957652371889
ai001408.01|-0.77310704222357484738
ai001410.01|-0.96690461085924317430
ai001414.02|-0.71795711034039411125
ai001417.01|-0.09563446053558243010
ai001439.01|-0.78941378101177872573
ai001440.01|-0.38392954484645069879
ai001441.01|0.07667266405074801838
ai001447.01|-0.99669987446482322113
ai001449.01|-1.42186200279069785424
ai001468.01|-0.66421910782413540186
ai001487.01|-1.55444277126751084772
ai001487.11|-1.90231268821316845674
ai001507.01|-0.28546703741950518740
ai001526.01|-0.40060202455059096271
ai001533.01|-0.75522404055509451126
ai001545.03|-0.94167404801587117902
ai001554.01|-1.19816508521585918245
ai001559.01|-0.12365385362778123779
ai001562.01|-1.30710234139300585099
ai001585.01|-1.04376960452613776198
ai001598.01|-1.28566812175121181205
ai001602.01|-0.40798532385639274533
ai001606.01|-0.27917580218783055734
ai001611.01|-1.19940863491702165433
ai001613.01|-1.57284481519374819136
ai001618.01|0.26490807718604730825
ai001627.02|-2.71237222999874916241
ai001632.01|-1.17570255784047783543
ai001633.01|-0.88494454933110500150
ai001634.01|-0.94172510319142754831
ai001635.01|-0.87205861291357955611
ai001650.01|-2.21364138053769243797
ai001659.01|-1.01184411586575873088
ai001661.01|-2.34871391530059669961
ai001678.01|-1.58793423072599648727
ai001678.06|-1.04954704358099060180
ai001682.01|-1.60524379593527743992
ai001686.01|-1.42480841400838964539
ai001690.01|-0.95978423927423228701
ai001704.01|-1.44394843400735295447
ai001706.01|-1.64014107778182771646
ai001712.01|-0.81595815759634315878
ai001718.01|-14.21926189292948627951
ai001722.01|-1.07651792090824938164
ai001728.01|-0.56058445977857562781
ai001743.02|-1.66010749096802490143
ai001773.01|-1.67445829488466446655
ai001783.01|-0.88184198322356943667
ai001794.01|-1.54015664815616992733
ai001820.01|-0.20342716606589111850
ai001823.01|-1.19050428745218872528
ai001823.02|-0.28231845546744471775
ai001837.01|-0.59076672592973522580
ai001860.01|-1.56423041112988614465
ai001864.01|-1.29204725506179118888
ai001878.01|-1.75800610965619430459
ai001891.01|-0.85505150038582034000
ai001906.01|-1.71791578402871558673
ai001913.01|-0.94389631001248353037
ai001919.01|-1.45049483934249212602
ai001920.01|-1.09630233921559350208
ai001926.01|-1.18442165252819053833
ai001932.01|-0.33239730465409250693
ai001932.90|-0.54272471875761485460
ai001949.01|-0.21329921943862004130
ai001951.01|-0.61905951788811175440
ai001968.01|-1.15891238445818900438
ai001974.01|-0.71418765228921632371
ai001976.01|-1.60329507110618085797
ai001979.01|-0.92962946613888552960
ai001982.02|-0.72925720946771066533
ai001988.01|-0.77768903259070454315
ai001995.11|-0.06168166595451393674
ai002002.01|-1.61678297308399976373
ai002002.03|-0.07922228790617411032
ai002002.04|-0.13516561335446472536
ai002005.01|-0.99842860505613462152
ai002019.01|-1.38138428241671329388
ai002019.04|-0.20653708181509378150
ai002025.01|-0.90628557375084961567
ai002025.06|-0.03460387022391677586
ai002044.01|-0.62479300574422591552
ai002049.01|-1.27192406904612553831
ai002052.01|-0.67494598103613490103
ai002055.01|-0.68466438215591207683
ai002061.01|-0.96215984372527163515
ai002073.01|-0.67631738694370502341
ai002080.01|-0.56758553965527924756
ai002086.01|-0.75859896356494782577
ai002101.02|-1.30414686463730733479
ai002111.01|-0.63968382035817217268
ai002113.01|0.26160468391050206716
ai002124.01|-1.36931427021523877130
ai002124.03|-1.76352419930600601283
ai002136.01|-0.51970448749047970516
ai002137.01|-0.40769194132133346198
ai002138.01|-0.64730719268384040443
ai002150.01|-1.90061358303440064432
ai002154.01|-0.55958932292796226271
ai002176.01|-0.70489443466671952709
ai002176.02|-0.78525395148848897708
ai002184.01|-0.60287977422571115138
ai002220.01|-0.77929760875364795236
ai002222.01|-2.37872038116819384257
ai002237.01|0.45343162119657565157
ai002240.01|0.13190918695845427200
ai002259.01|-0.61659265956753106508
ai002269.01|-0.66852733230605010384
ai002270.01|-1.28712665970657602621
ai002271.01|-1.17199799231690837686
ai002282.01|-0.99212520900597556128
ai002285.01|-1.06918928879761265804
ai002290.01|-1.73750322254651479170
ai002295.01|-0.98419328542132000770
ai002312.01|-1.52044142541332494289
ai002337.05|-0.79560206420504719915
ai002338.90|-0.83284506393798984902
ai002340.01|-1.91392291431884409292
ai002352.01|-1.28273877546909043090
ai002369.01|-1.01197126553384286751
ai002381.01|-0.20352866941914427024
ai002390.01|-0.05517840931037545915
ai002393.01|-1.38885101404512245615
ai002403.01|-0.34447978981688831546
ai002408.01|-0.11303270207374130352
ai002410.90|-1.19588465418894163150
ai002411.90|-0.95960438413931481438
ai002435.01|-0.58988704316295825780
ai002435.02|-0.47711194864212458366
ai002436.01|-1.62297517526727341775
ai002444.01|-2.02306867019246494621
ai002448.01|-1.91460030922593538172
ai002467.01|-0.36569689236998126347
ai002497.01|-1.56985786171331787031
ai002504.01|-2.36383896956407957290
ai002504.03|-1.54852756922371637138
ai002526.01|-1.03819078985638624246
ai002536.01|-1.10115800589397672127
ai002538.01|-1.43627758942093319838
ai002547.01|-1.00597993428782217507
ai002555.01|0.98854604504533216680
ai002556.01|-0.98246446067949255720
ai002558.01|-1.03912839789190014628
ai002573.01|-0.78257941105980965979
ai002574.01|-1.26921836222579420550
ai002577.01|-1.47934963552705522893
ai002581.01|-1.05151085827818602247
ai002586.01|-1.12693560593950481419
ai002593.01|-1.77978091028487583891
ai002595.01|-0.10936954946406533817
ai002596.01|-1.03139458255087124172
ai002615.01|-0.75261828094744465112
ai002628.01|-0.53886782091496454594
ai002644.01|-0.48413550826544637928
ai002662.01|1.22679392975932355370
ai002663.01|-0.26902673238540925071
ai002675.01|-0.86159744570790020024
ai002696.01|-0.95912089106462938837
ai002697.05|-0.06129499570459921026
ai002698.01|-1.10368785897011711938
ai002703.01|-0.42901260910880695265
ai002710.01|-0.96911164137439098631
ai002710.02|-1.06347126311992346004
ai002721.90|-0.59327726627548349470
ai002751.01|-0.84324680851343791765
ai002771.01|-1.61065323472440447006
ai002787.01|-1.73366311050228683044
ai002802.01|-1.42768232723545018814
ai002807.01|-0.84002619295749536565
ai002811.01|-1.79259113203913256207
ai002812.02|-1.12271519517647444530
ai002817.01|-1.53970103689555659621
ai002818.01|-1.13167865232083175719
ai002820.02|-1.55057566840532379260
ai002829.01|-0.51044193812886906603
ai002831.01|-0.10452777170838925547
ai002851.01|-4.88933906299727460976
ai002856.01|-0.44031858511469523787
ai002859.01|-0.56001164531821312487
ai002884.01|-0.62884086663777305493
ai002903.01|6.58672027988400365928
ai002940.03|-0.82984833010014602550
ai002942.01|-1.43090220961999525784
ai002951.01|-0.60183543692973739958
ai002953.01|-1.51109670461603040614
ai002960.01|-1.05695004280401616548
ai002968.01|-1.45633965766633166616
ai002968.21|-0.05719219365973880753
ai002968.54|-1.86796371423833251768
ai002968.57|-0.09160026632477134834
ai002986.01|-0.44618794541623868488
ai002990.01|-0.53929209739179662098
ai002991.01|-1.08061678760820334411
ai002999.01|0.10330158268042891057
ai003007.01|-0.79891136830279874115
ai003024.01|-0.59622468937973405190
ai003026.01|-0.32136981357030464101
ai003028.01|-0.75356934483091775334
ai003031.01|0.63049896483328249364
ai003036.01|-0.96257967502728092324
ai003036.03|-0.20227672705188542990
ai003062.01|-1.17233165882192791329
ai003071.01|-1.31910739811050814474
ai003082.01|-1.30841118097328390490
ai003082.02|-0.35450158480092403002
ai003093.01|-0.96242843731099503302
ai003105.02|-0.39774687549276455112
ai003107.01|-2.22443610920894307981
ai003121.01|-0.37622682858486755642
ai003129.01|-0.48600531807138247498
ai003134.01|4.09223194641377929770
ai003138.01|-0.60066844172938982371
ai003144.01|-0.54402946227226323117
ai003153.01|-1.47659360182439325371
ai003156.01|0.89878382959459224288
ai003157.01|-1.64051913490747836022
ai003158.01|-1.35006462207250210739
ai003170.01|-0.43038223104871692337
ai003184.01|0.39754818293974786281
ai003184.02|-0.44908433398177871609
ai003203.01|-1.34040134826629886433
ai003218.01|1.88514666909023165253
ai003221.01|-0.81178591675240696635
ai003226.01|-1.08264993497406258882
ai003226.02|-1.05286332554130090955
ai003226.05|0.07048618043807527989
ai003230.03|-0.40310358834697918029
ai003231.01|-1.43468474997809392057
ai003231.03|-3.04811375272258633373
ai003238.01|-0.83132648727943414535
ai003240.01|1.63322089743922194138
ai003243.01|-1.99715797787544757647
ai003243.22|0.08836639981540687916
ai003243.23|-0.19979653476923245337
ai003243.26|-0.10764198482615217056
