AIID|DataDate|PeriodName|PeriodEndDate|DataDate_PeriodData|LastReportDate|LastYearDate|LastQuarterDate|SecurityId|SmartEst_BPS|SmartEst_CPS|SmartEst_CPX|SmartEst_CSH|SmartEst_DPS|SmartEst_EBG|SmartEst_EBI|SmartEst_EBT|SmartEst_EPS|SmartEst_FFO|SmartEst_GM|SmartEst_GPS|SmartEst_NAV|SmartEst_NDT|SmartEst_NET|SmartEst_OPR|SmartEst_PRE|SmartEst_REV|SmartEst_ROA|SmartEst_ROE|StndDeviation_BPS|StndDeviation_CPS|StndDeviation_CPX|StndDeviation_CSH|StndDeviation_DPS|StndDeviation_EBG|StndDeviation_EBI|StndDeviation_EBT|StndDeviation_EPS|StndDeviation_FFO|StndDeviation_GM|StndDeviation_GPS|StndDeviation_NAV|StndDeviation_NDT|StndDeviation_NET|StndDeviation_OPR|StndDeviation_PRE|StndDeviation_REV|StndDeviation_ROA|StndDeviation_ROE|SmartEstAnalyst_BPS|SmartEstAnalyst_CPS|SmartEstAnalyst_CPX|SmartEstAnalyst_CSH|SmartEstAnalyst_DPS|SmartEstAnalyst_EBG|SmartEstAnalyst_EBI|SmartEstAnalyst_EBT|SmartEstAnalyst_EPS|SmartEstAnalyst_FFO|SmartEstAnalyst_GM|SmartEstAnalyst_GPS|SmartEstAnalyst_NAV|SmartEstAnalyst_NDT|SmartEstAnalyst_NET|SmartEstAnalyst_OPR|SmartEstAnalyst_PRE|SmartEstAnalyst_REV|SmartEstAnalyst_ROA|SmartEstAnalyst_ROE|ExpFY1ReportDate|ExpFQ1ReportDate
ai001078.01|20170131|FQ3|20170930|2017-01-25|20170125|20161231|20161231|853|NA|0.79|NA|NA|NA|NA|1.531e+09|1862270000|0.68|NA|60.14|0.65|NA|NA|1160870000|NA|1368310000|6621800000|NA|22.42|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180125|20170421
ai001078.01|20170131|FQ4|20171231|2017-01-25|20170125|20161231|20161231|853|NA|0.87|NA|NA|NA|NA|1700500000|2045210000|0.75|NA|60.79|0.71|NA|NA|1303210000|NA|1547750000|6730450000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180125|20170421
ai001078.01|20170131|FY1|20171231|2017-01-25|20170125|20161231|20161231|853|18.6|3.17|1350200000|NA|1.01|NA|5713450000|6961360000|2.45|NA|60.01|2.28|37527200000|18566510000|4383470000|4888630000|5014070000|26078440000|8.85|17.06|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|0.01|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|13|NA|NA|NA|NA|NA|NA|NA|NA|15|NA|NA|20180125|20170421
ai001078.01|20170131|FY2|20181231|2017-01-25|20170125|20161231|20161231|853|19.47|3.51|1285330000|NA|1.04|NA|6200150000|7460650000|2.76|NA|60.43|2.7|45807010000|16388970000|4781670000|5295350000|5680690000|27380520000|8.51|13.89|NA|NA|NA|NA|NA|NA|NA|NA|0.02|NA|NA|NA|NA|NA|NA|NA|NA|0.01|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|9|NA|NA|NA|NA|NA|NA|NA|NA|13|NA|NA|20180125|20170421
ai001078.01|20170131|FY3|20191231|2017-01-25|20170125|20161231|20161231|853|20.74|4.18|1198630000|NA|1.32|NA|6514530000|8060130000|3.08|NA|60.76|3.3|20634780000|12790630000|5292890000|NA|6295710000|28928670000|9.4|17.68|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180125|20170421
ai001078.01|20170131|FY4|20201231|2017-01-25|20170125|20161231|20161231|853|22.92|4.93|1112400000|NA|NA|NA|7517750000|8845580000|3.41|NA|61.08|3.91|NA|10145800000|5.88e+09|NA|7096700000|30671890000|10.2|20.1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180125|20170421
ai001078.01|20170131|FY5|20211231|2017-01-25|20170125|20161231|20161231|853|NA|NA|NA|NA|NA|NA|8115720000|9516190000|3.71|NA|61.55|NA|NA|NA|6380020000|NA|7727310000|32041370000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180125|20170421
ai001094.01|20170131|FQ1|20161231|2016-11-25|20161102|20160630|20160930|126377|10.59|NA|5e+05|NA|NA|NA|11920000|14570000|0.3|NA|24.15|0.04|NA|NA|6920000|NA|10710000|130480000|NA|11.2|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|3|NA|NA|NA|NA|NA|NA|NA|NA|2|NA|NA|20170825|20170202
ai001094.01|20170131|FQ2|20170331|2016-11-25|20161102|20160630|20160930|126377|11.05|NA|5e+05|NA|NA|NA|25290000|27820000|0.47|NA|25.47|0.32|NA|NA|15020000|NA|23270000|204500000|NA|12|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|2|NA|NA|NA|NA|NA|NA|NA|NA|3|NA|NA|20170825|20170202
ai001094.01|20170131|FQ3|20170630|2016-11-25|20161102|20160630|20160930|126377|11.48|NA|5e+05|NA|NA|NA|27490000|30030000|0.51|NA|26.32|0.34|NA|NA|15680000|NA|24270000|202980000|NA|14.3|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170825|20170202
ai001094.01|20170131|FQ4|20170930|2016-11-25|20161102|20160630|20160930|126377|NA|NA|5e+06|NA|NA|NA|20400000|24170000|0.42|NA|25.46|0.23|NA|NA|10140000|NA|15680000|182980000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170825|20170202
ai001094.01|20170131|FY1|20170630|2016-11-25|20161102|20160630|20160930|126377|11.48|NA|1040000|NA|NA|NA|77130000|86610000|1.58|NA|25.24|0.88|NA|NA|44480000|NA|68970000|667880000|NA|12.6|NA|NA|NA|NA|NA|NA|NA|NA|0.01|NA|NA|NA|NA|NA|NA|NA|NA|0|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|3|NA|NA|NA|NA|NA|NA|NA|NA|3|NA|NA|20170825|20170202
ai001094.01|20170131|FY2|20180630|2016-11-25|20161102|20160630|20160930|126377|13.21|NA|2590000|NA|NA|NA|103400000|113230000|1.88|NA|25.99|1.19|NA|NA|56920000|NA|88600000|796890000|NA|13.21|NA|NA|NA|NA|NA|NA|NA|NA|0.04|NA|NA|NA|NA|NA|NA|NA|NA|0.02|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|3|NA|NA|NA|NA|NA|NA|NA|NA|3|NA|NA|20170825|20170202
ai001094.01|20170131|FY3|20190630|2016-11-25|20161102|20160630|20160930|126377|NA|NA|3300000|NA|NA|NA|72680000|NA|NA|NA|NA|NA|NA|NA|46510000|NA|NA|869190000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170825|20170202
ai001094.01|20170131|FY4|20200630|2016-11-25|20161102|20160630|20160930|126377|NA|NA|3630000|NA|NA|NA|81150000|NA|NA|NA|NA|NA|NA|NA|51120000|NA|NA|943070000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170825|20170202
ai001094.01|20170131|FY5|20210630|2016-11-25|20161102|20160630|20160930|126377|NA|NA|3990000|NA|NA|NA|86830000|NA|NA|NA|NA|NA|NA|NA|54700000|NA|NA|1023230000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170825|20170202
ai001161.01|20170131|FQ1|20170331|2017-01-31|20170131|20161231|20161231|1382|0.22|0|16630000|NA|NA|NA|-10150000|23930000|-0.04|NA|32.48|-0.07|296850000|512820000|-41060000|NA|-36330000|960860000|-3.29|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|16|NA|NA|NA|NA|NA|NA|NA|NA|18|NA|NA|20180131|20170418
ai001161.01|20170131|FQ2|20170630|2017-01-31|20170131|20161231|20161231|1382|0.4|0.05|17520000|NA|NA|NA|32150000|53680000|0.01|NA|32.01|-0.03|304540000|373540000|1030000|NA|1370000|1100480000|0.75|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|17|NA|NA|NA|NA|NA|NA|NA|NA|6|NA|NA|20180131|20170418
ai001161.01|20170131|FQ3|20170930|2017-01-31|20170131|20161231|20161231|1382|0.28|-0.01|18400000|NA|NA|NA|114300000|127010000|0.08|NA|32.52|0.06|337460000|-42820000|83830000|NA|77920000|1351800000|0.69|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180131|20170418
ai001161.01|20170131|FQ4|20171231|2017-01-31|20170131|20161231|20161231|1382|0.35|0.1|17940000|NA|NA|NA|98690000|88480000|0.06|NA|33.67|0.03|385910000|64730000|67600000|NA|69130000|1261820000|0.75|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180131|20170418
ai001161.01|20170131|FY1|20171231|2017-01-31|20170131|20161231|20161231|1382|0.53|0.22|72880000|NA|0|NA|231580000|315670000|0.1|NA|32.91|0.01|319180000|268050000|111280000|NA|105280000|4625550000|0.19|1.89|NA|NA|NA|NA|NA|NA|NA|NA|1.07|NA|NA|NA|NA|NA|NA|NA|NA|0.06|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|9|NA|NA|NA|NA|NA|NA|NA|NA|23|NA|NA|20180131|20170418
ai001161.01|20170131|FY2|20181231|2017-01-31|20170131|20161231|20161231|1382|0.91|0.28|81480000|NA|0|NA|392550000|263100000|0.33|NA|35.11|0.32|699490000|125110000|318640000|NA|321250000|5269980000|3.84|27.21|NA|NA|NA|NA|NA|NA|NA|NA|0.55|NA|NA|NA|NA|NA|NA|NA|NA|0.08|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|9|NA|NA|NA|NA|NA|NA|NA|NA|7|NA|NA|20180131|20170418
ai001161.01|20170131|FY3|20191231|2017-01-31|20170131|20161231|20161231|1382|NA|NA|NA|NA|NA|NA|5.33e+08|NA|0.45|NA|33.8|0.33|NA|NA|4.23e+08|NA|4.43e+08|5.626e+09|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180131|20170418
ai001161.01|20170131|FY4|20201231|2017-01-31|20170131|20161231|20161231|1382|NA|NA|NA|NA|NA|NA|6.72e+08|NA|0.6|NA|34.3|0.47|NA|NA|5.67e+08|NA|5.92e+08|5.936e+09|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180131|20170418
ai001166.01|20170131|FQ1|20161231|2017-01-26|20161026|20151231|20160930|1761|NA|NA|NA|NA|NA|NA|2.4e+07|NA|0.51|NA|NA|NA|NA|NA|3.1e+07|NA|NA|1.6e+08|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|NA|NA|NA|NA|NA|NA|NA|NA|1|NA|NA|20170301|20170301
ai001166.01|20170131|FY1|20161231|2017-01-26|20161026|20151231|20160930|1761|31.25|1.71|49810000|NA|0.75|NA|78990000|120440000|2.17|NA|43.98|1.64|1909730000|-90580000|135630000|78900000|98400000|584260000|5.03|6.31|NA|NA|NA|NA|NA|NA|NA|NA|0.11|NA|NA|NA|NA|NA|NA|NA|NA|0.01|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|4|NA|NA|NA|NA|NA|NA|NA|NA|8|NA|NA|20170301|20170301
ai001166.01|20170131|FY2|20171231|2017-01-26|20161026|20151231|20160930|1761|32.84|2.29|48420000|NA|0.83|NA|122310000|153290000|2.9|NA|44.16|2.3|1953480000|-102950000|174660000|94700000|146320000|680040000|5.83|7.74|NA|NA|NA|NA|NA|NA|NA|NA|0.12|NA|NA|NA|NA|NA|NA|NA|NA|0.06|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|6|NA|NA|NA|NA|NA|NA|NA|NA|7|NA|NA|20170301|20170301
ai001166.01|20170131|FY3|20181231|2017-01-26|20161026|20151231|20160930|1761|34.99|2.56|55860000|NA|1.02|NA|138250000|182230000|3.33|NA|44|2.84|2.077e+09|350000|200880000|NA|176640000|719310000|8.4|9.1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170301|20170301
ai001177.01|20170131|FQ1|20170331|2017-01-31|20170131|20161231|20161231|1069|NA|3.21|NA|NA|0.25|NA|1356790000|1547180000|2.36|NA|26.3|0.37|NA|NA|820440000|NA|1289600000|15279870000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|12|NA|NA|NA|NA|NA|NA|NA|NA|4|NA|NA|20180131|20170428
ai001177.01|20170131|FQ2|20170630|2017-01-31|20170131|20161231|20161231|1069|NA|2.43|NA|NA|0.25|NA|1365110000|1540690000|2.38|NA|26.62|2.07|NA|NA|809040000|NA|1265240000|15189590000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|12|NA|NA|NA|NA|NA|NA|NA|NA|4|NA|NA|20180131|20170428
ai001177.01|20170131|FQ3|20170930|2017-01-31|20170131|20161231|20161231|1069|NA|2.39|NA|NA|0.25|NA|1302620000|1469480000|2.27|NA|26.47|2.15|NA|NA|771780000|NA|1228890000|14980460000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180131|20170428
ai001177.01|20170131|FQ4|20171231|2017-01-31|20170131|20161231|20161231|1069|NA|2.03|NA|NA|0.25|NA|1035470000|1131840000|1.75|NA|25.53|1.66|NA|NA|579780000|NA|910240000|15037660000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180131|20170428
ai001177.01|20170131|FY1|20171231|2017-01-31|20170131|20161231|20161231|1069|57.01|10.13|353230000|NA|1.01|NA|5211340000|5784100000|8.8|NA|27.34|6.98|19102370000|NA|3009380000|NA|4806230000|60477040000|5.85|15.53|NA|NA|NA|NA|NA|NA|NA|NA|0.01|NA|NA|NA|NA|NA|NA|NA|NA|0.03|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|16|NA|NA|NA|NA|NA|NA|NA|NA|4|NA|NA|20180131|20170428
ai001177.01|20170131|FY2|20181231|2017-01-31|20170131|20161231|20161231|1069|62.11|12.3|369830000|NA|1.07|NA|5855220000|6366680000|9.67|NA|27.65|9.13|20139320000|NA|3245260000|NA|5451300000|63742820000|6.3|15.78|NA|NA|NA|NA|NA|NA|NA|NA|0.02|NA|NA|NA|NA|NA|NA|NA|NA|0.04|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|12|NA|NA|NA|NA|NA|NA|NA|NA|4|NA|NA|20180131|20170428
ai001177.01|20170131|FY3|20191231|2017-01-31|20170131|20161231|20161231|1069|NA|NA|NA|NA|NA|NA|3679620000|NA|10.78|NA|26.7|9.61|NA|NA|3507170000|NA|6048770000|71013830000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180131|20170428
ai001177.01|20170131|FY4|20201231|2017-01-31|20170131|20161231|20161231|1069|NA|NA|NA|NA|NA|NA|3895960000|NA|11.37|NA|NA|10.49|NA|NA|3704580000|NA|6387200000|74042450000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20180131|20170428
ai001186.01|20170131|FQ1|20161231|2016-10-27|20161026|20151231|20160930|126380|19.88|0.81|156400000|NA|0.1|NA|53190000|212420000|0.08|NA|NA|0.1|4467010000|499770000|24010000|NA|39400000|519780000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|7|NA|NA|NA|NA|NA|NA|NA|NA|6|NA|NA|20170208|20170208
ai001186.01|20170131|FQ2|20170331|2016-10-27|20161026|20151231|20160930|126380|19.8|0.82|NA|NA|0.1|NA|16370000|217100000|0.13|NA|NA|0.36|4447620000|509270000|-1970000|NA|-2810000|503030000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|7|NA|NA|NA|NA|NA|NA|NA|NA|3|NA|NA|20170208|20170208
ai001186.01|20170131|FQ3|20170630|2016-10-27|20161026|20151231|20160930|126380|19.77|0.86|NA|NA|0.1|NA|34820000|238020000|0.16|NA|NA|0.39|4441910000|553950000|11710000|NA|16730000|521640000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170208|20170208
ai001186.01|20170131|FQ4|20170930|2016-10-27|20161026|20151231|20160930|126380|19.92|0.92|NA|NA|0.1|NA|88890000|258820000|0.21|NA|NA|0.42|4474520000|595120000|50030000|NA|71470000|538630000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170208|20170208
ai001186.01|20170131|FY1|20161231|2016-10-27|20161026|20151231|20160930|126380|20.08|3.55|473670000|NA|0.37|NA|243750000|853570000|0.59|NA|52.15|0.55|4148730000|528100000|129150000|NA|192060000|2150980000|2.97|2.03|NA|NA|NA|NA|NA|NA|NA|NA|0.08|NA|NA|NA|NA|NA|NA|NA|NA|0.01|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|6|NA|NA|NA|NA|NA|NA|NA|NA|12|NA|NA|20170208|20170208
ai001186.01|20170131|FY2|20171231|2016-10-27|20161026|20151231|20160930|126380|20.61|3.54|638600000|NA|0.4|NA|419040000|973720000|0.73|NA|53.83|0.93|4676230000|410990000|154230000|NA|357220000|2147390000|4.06|2.23|NA|NA|NA|NA|NA|NA|NA|NA|0.61|NA|NA|NA|NA|NA|NA|NA|NA|0.09|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|8|NA|NA|NA|NA|NA|NA|NA|NA|11|NA|NA|20170208|20170208
ai001186.01|20170131|FY3|20181231|2016-10-27|20161026|20151231|20160930|126380|21.69|4|743650000|NA|0.4|NA|569390000|1139500000|1.19|NA|59.48|1.35|5156690000|243390000|250760000|NA|472040000|2210960000|6.69|4.02|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170208|20170208
ai001186.01|20170131|FY4|20191231|2016-10-27|20161026|20151231|20160930|126380|NA|4.34|594340000|NA|0.4|NA|NA|1146660000|1.49|NA|59.03|1.63|NA|NA|341490000|NA|558200000|2185880000|7.73|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170208|20170208
ai001186.01|20170131|FY5|20201231|2016-10-27|20161026|20151231|20160930|126380|NA|5.92|425050000|NA|NA|NA|NA|1119740000|1.29|NA|57.18|NA|NA|NA|294910000|NA|NA|2305380000|9.4|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20170208|20170208
ai001209.01|20170131|FQ1|20170331|2017-01-27|20170127|20160930|20161231|1558|34.91|2.11|2.5e+08|NA|0.43|NA|418480000|653070000|1.41|NA|30.88|1.49|7670660000|825430000|313660000|NA|414680000|1855740000|NA|16.48|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|15|NA|NA|NA|NA|NA|NA|NA|NA|11|NA|NA|20171027|20170429
ai001209.01|20170131|FQ2|20170630|2017-01-27|20170127|20160930|20161231|1558|37.51|2.14|2.5e+08|NA|0.43|NA|485020000|721130000|1.67|NA|32.51|1.82|8240220000|747020000|369360000|NA|484500000|1991070000|NA|18.89|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|11|NA|NA|NA|NA|NA|NA|NA|NA|10|NA|NA|20171027|20170429
ai001209.01|20170131|FQ3|20170930|2017-01-27|20170127|20160930|20161231|1558|40.18|1.86|255360000|NA|0.43|NA|484820000|716570000|1.67|NA|31.92|1.15|8826960000|3610140000|367510000|NA|468550000|2028700000|NA|19.01|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20171027|20170429
ai001209.01|20170131|FQ4|20171231|2017-01-27|20170127|20160930|20161231|1558|NA|2.95|2.5e+08|NA|1.05|NA|527070000|732470000|1.65|NA|34.01|1.77|NA|NA|390370000|NA|517360000|2044260000|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20171027|20170429
ai001209.01|20170131|FY1|20170930|2017-01-27|20170127|20160930|20161231|1558|42.86|10.24|1011550000|NA|3.71|NA|1775090000|2727700000|6.17|NA|31.95|6.18|7977510000|1170490000|1350840000|NA|1777350000|7751940000|8.41|16.24|NA|NA|NA|NA|NA|NA|NA|NA|0.02|NA|NA|NA|NA|NA|NA|NA|NA|0.03|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|14|NA|NA|NA|NA|NA|NA|NA|NA|14|NA|NA|20171027|20170429
ai001209.01|20170131|FY2|20180930|2017-01-27|20170127|20160930|20161231|1558|47.44|11.11|1041570000|NA|3.92|NA|1945690000|2907010000|6.9|NA|32.85|6.96|8389730000|1210720000|1499180000|NA|1985570000|8195640000|8.95|16.12|NA|NA|NA|NA|NA|NA|NA|NA|0.05|NA|NA|NA|NA|NA|NA|NA|NA|0.04|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|14|NA|NA|NA|NA|NA|NA|NA|NA|13|NA|NA|20171027|20170429
ai001209.01|20170131|FY3|20190930|2017-01-27|20170127|20160930|20161231|1558|45.52|13.73|1043100000|NA|4.1|NA|2085940000|3180920000|7.57|NA|26.34|7.73|9102690000|994360000|1611770000|NA|2138490000|8499380000|9.59|18.15|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20171027|20170429
ai001209.01|20170131|FY4|20200930|2017-01-27|20170127|20160930|20161231|1558|NA|11.56|8.25e+08|NA|NA|NA|2.133e+09|3.116e+09|7.99|NA|32.66|7.94|1.2407e+10|2.04e+08|1746440000|NA|2324120000|9371290000|12.6|14.4|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|20171027|20170429
