RowHeader|Beta
ai000003.01|0.01926664296950342248
ai001004.01|-0.02474170744970094482
ai001045.01|0.01927710843373464655
ai001050.01|-0.10208816705336420938
ai001062.01|-0.19106957424714443583
ai001072.01|-0.04957983193277337719
ai001075.01|0.06141266264874589709
ai001076.01|0.00104602510460294340
ai001078.01|0.04922664976370016987
ai001084.01|0.00939759036144538484
ai001094.01|-0.06052393857271898270
ai001104.01|0.05607573571704738136
ai001109.01|0.07407407407407418098
ai001117.02|0.04915142164425811977
ai001119.01|0.00919775166070513350
ai001121.01|-0.02568627450980409677
ai001161.01|0.10588235294117631646
ai001166.01|0.00540540540540557224
ai001173.01|0.62605042016806811134
ai001177.01|0.12745705387083150484
ai001186.01|-0.21320662768031162226
ai001209.01|-0.00183654729109306025
ai001210.01|-0.03252973997262897932
ai001225.17|0.00905511811023562707
ai001225.18|-0.02767527675276770793
ai001225.23|0.00894941634241241957
ai001228.02|0.15517241379310342531
ai001230.01|-0.03627267041901149902
ai001234.01|0.04375227876451925901
ai001254.01|-0.04308943089430927742
ai001257.01|-0.06581940610876879649
ai001266.01|-0.09599999999999986322
ai001274.01|-0.00550616286118366105
ai001297.01|-0.61538461538461541878
ai001300.01|-0.02402123424021218590
ai001327.01|0.00204313280363233041
ai001331.01|2.31999999999999984013
ai001352.01|0.04407864284549756206
ai001356.01|-0.00234741784037573176
ai001356.02|0.04537622056289469796
ai001380.01|0.00795978215333059680
ai001382.01|-0.00412492634060113161
ai001393.01|-0.07398870577388527714
ai001408.01|0.01841359773371054054
ai001410.01|0.02093153063755859300
ai001414.02|0.03599755948749239209
ai001417.01|0.00931592844461914815
ai001439.01|0.03151516718595792632
ai001440.01|0.05757762697923074491
ai001441.01|0.00000000000000000000
ai001447.01|0.01714380009956983919
ai001449.01|0.04652056901191725657
ai001468.01|0.14534161490683206175
ai001487.01|0.06697578567748641021
ai001487.11|0.16447368421052588339
ai001507.01|0.00360411554522421795
ai001526.01|0.08242200989985049020
ai001533.01|0.06057983556901791466
ai001545.03|-0.01699029126213547070
ai001554.01|0.05722249549106384059
ai001559.01|-0.16666666666666662966
ai001562.01|-0.00120192307692301714
ai001585.01|-0.05331894366043365974
ai001598.01|-0.06111623616236183665
ai001602.01|0.01658374792703098954
ai001606.01|2.33333333333333303727
ai001611.01|-0.22000000000000008438
ai001613.01|0.00098665881125348243
ai001618.01|-0.19282511210762309783
ai001627.02|-0.13846153846153830269
ai001632.01|-0.05377500537750079523
ai001633.01|0.00582131106049144087
ai001634.01|-0.08031088082901516323
ai001635.01|0.20732336255801975256
ai001650.01|-0.00166944908180255425
ai001659.01|0.01868460388639792136
ai001661.01|-0.08816276202219486269
ai001678.01|-0.03980505927087651941
ai001678.06|-0.03350925538284965643
ai001682.01|-0.18467741935483883431
ai001686.01|-0.11986183074265988058
ai001690.01|0.00027108842000678202
ai001704.01|0.07640949554896092621
ai001706.01|0.02220770738079691498
ai001712.01|-0.09727164887307226948
ai001718.01|-0.01111111111111084959
ai001722.01|0.00622591165134900315
ai001728.01|-0.02166386388366769999
ai001743.02|-0.10017123287671203524
ai001773.01|-0.03421959625800119476
ai001783.01|-0.02987421383647781425
