RowHeader|Beta
ai001004.01|1.40934725695011775493
ai001013.01|0.07733969230389858840
ai001045.01|0.22099473584958195804
ai001045.02|-0.26911591966474973647
ai001050.01|0.76052472402500392867
ai001062.01|0.68881443004286935228
ai001072.01|1.16658214757892508828
ai001075.01|0.54871468362154274256
ai001076.01|1.06368692697975997241
ai001076.02|-0.42756842427985747301
ai001078.01|0.45770032080211053849
ai001082.01|1.19495193594270032733
ai001084.01|0.29607270697904053414
ai001094.01|1.17950625499317962586
ai001096.01|0.12520093044211677569
ai001104.01|0.26783160680046869118
ai001109.01|0.54447042029149739228
ai001117.02|0.75193821590833964663
ai001119.01|1.02144225605284932890
ai001121.01|1.16635752220777888510
ai001161.01|1.84553833907477549126
ai001166.01|1.88671094794939708805
ai001173.01|0.84953382047259440313
ai001177.01|1.13068945569977175047
ai001186.01|0.47736439359256616077
ai001209.01|1.02298514931528572447
ai001210.01|0.19355702818583075953
ai001225.17|0.01784415969121503492
ai001225.18|-0.00211532136154315552
ai001225.23|-0.00736931858189284611
ai001225.26|0.08529123420132754541
ai001228.02|1.30902033951830598646
ai001230.01|0.95026181260592212929
ai001234.01|0.67321948671472653380
ai001239.01|-0.01636138348894558905
ai001254.01|1.68669546481512111491
ai001257.01|1.19943686295256890517
ai001259.01|-0.32199528315279596358
ai001262.01|0.00000000000000000000
ai001266.01|0.79055767242269592288
ai001274.01|0.51566350186057230420
ai001279.01|0.17364289456602127748
ai001297.01|-0.29971975021688695984
ai001300.01|1.26135553216474560756
ai001308.02|0.91301751861956714773
ai001327.01|2.13923398988990198788
ai001331.01|1.29030609309852550837
ai001352.01|0.79289067524545131516
ai001356.01|1.59596972425504812776
ai001356.02|0.09273785761925636140
ai001360.01|-0.75338138432581103210
ai001380.01|1.66370612014060981210
ai001382.01|1.25748967345261641881
ai001393.01|1.40577384217030032509
ai001393.03|0.10290542472967235954
ai001408.01|0.82746920606578289181
ai001410.01|0.95525835476056986106
ai001414.02|0.72576053201188517328
ai001417.01|0.02953149090334223140
ai001439.01|0.89310409092453835189
ai001440.01|0.38934052326170126568
ai001440.03|0.04054408530805504729
ai001441.01|-0.32019720574024151949
ai001447.01|1.09644678819563901051
ai001449.01|1.51674288547097790847
ai001468.01|0.70743089522851132500
ai001487.01|1.60118309616636111947
ai001487.07|0.79627279861242528103
ai001487.11|2.09755472289591438084
ai001507.01|0.31558760242475342173
ai001523.01|-0.60722087048781725471
ai001526.01|0.49268077691620965064
ai001533.01|0.92031866345796753404
ai001539.01|0.07234796985150139526
ai001545.03|1.16168338286989158981
ai001554.01|1.19169411316423379255
ai001559.01|-0.00797878823347576704
ai001562.01|1.28306446209965407945
ai001585.01|1.06934108577466924217
ai001593.01|0.17596028467420021801
ai001598.01|1.32981099980328965060
ai001602.01|0.52321155436670518935
ai001606.01|-0.95161456766816576724
ai001611.01|0.68793888677985548519
ai001613.01|1.58573303441348967269
ai001618.01|0.03354141763398996168
ai001627.02|2.78780075985434283581
ai001632.01|1.21995827765197373260
ai001633.01|0.98596407649589834499
ai001634.01|0.97883184440359682910
ai001635.01|0.89120210068677774284
ai001650.01|2.25521420357007418289
ai001659.01|1.13782095441013764159
ai001661.01|2.25850053300596442796
ai001678.01|1.61973895931067302101
ai001678.06|1.08645486883116615395
ai001682.01|1.49630454019620806605
ai001686.01|1.58873578400958503920
ai001690.01|1.00737188549882894506
ai001704.01|1.44277624248694191778
ai001705.01|-0.21632007945037776131
ai001706.01|1.69658634343877201545
ai001712.01|1.01347751686730136456
ai001718.01|14.90386408091558045896
ai001722.01|1.12794188089125180241
ai001722.03|1.50705416716618301187
ai001728.01|0.62307136265419016397
ai001743.02|1.61810448882396751280
ai001773.01|1.69511627109840978811
ai001783.01|0.79590479916786727177
ai001794.01|1.48218587887349007026
ai001820.01|0.19297346700340878289
ai001822.01|-4.52107842332086296011
ai001823.01|1.20544297540275491265
ai001823.02|0.27724314269612559958
ai001828.01|-0.02595762981099052069
ai001837.01|0.62807671360464667476
ai001860.01|1.55440075521898113386
ai001864.01|1.22519498711685681513
ai001878.01|1.92187646146334145669
ai001891.01|0.91971944616949463658
ai001902.01|0.85027313172111840256
ai001906.01|1.63434177455518203637
ai001913.01|1.00059151990418460088
ai001919.01|1.44720583818409043175
ai001920.01|1.05949848863283224709
ai001926.01|1.18784533101377287601
ai001932.01|0.37793643552756545079
ai001932.90|0.60558448445294466023
