RowHeader|TotalReturns.1
ai000003.01|0.03750326948885662759
ai001004.01|0.04667046101309080264
ai001045.01|0.65999999999999969802
ai001050.01|0.20182692307692340350
ai001062.01|0.02229299363057313244
ai001072.01|0.01018675721562023462
ai001075.01|0.03485877726135111487
ai001076.01|0.05158668586200709782
ai001078.01|0.04527966854098797178
ai001084.01|0.07792207792207839212
ai001094.01|0.06888202263881937348
ai001104.01|-0.02790293383519815151
ai001109.01|-0.42796610169491533515
ai001117.02|0.04539170506912459935
ai001119.01|0.03453744493392107984
ai001121.01|0.28108515448379778334
ai001161.01|0.02409638554216853024
ai001166.01|-0.16078629032258029419
ai001173.01|0.16518163125428375615
ai001177.01|0.08349226531044684485
ai001186.01|0.02497502497502557262
ai001209.01|0.01733741462014393164
ai001210.01|-0.01360332294911736906
ai001225.17|-0.00878531130716719844
ai001225.18|-0.01191690389150479312
ai001225.23|-0.01365859537305025295
ai001228.02|-0.11233547597183979327
ai001230.01|0.24073714839961168899
ai001234.01|-0.01889082280321219276
ai001254.01|-0.04317386231038511379
ai001257.01|0.01599383667180220847
ai001259.01|0.64571428571428546306
ai001266.01|0.08120309881791021311
ai001274.01|0.04776775081377171439
ai001297.01|0.00000000000000000000
ai001300.01|0.07489300998573522605
ai001327.01|0.03403755868544600105
ai001331.01|0.04166666666666674068
ai001352.01|0.01061819944607633737
ai001356.01|0.00000000000000066613
ai001356.02|0.00533667736757625910
ai001380.01|0.07834418659286002118
ai001382.01|0.26358897989575558185
ai001393.01|0.15148298055868858469
ai001408.01|0.04112731443552331001
ai001410.01|-0.02026431718061683096
ai001414.02|0.04162694629806185098
ai001417.01|-0.03121672007452291897
ai001439.01|0.06755126658624832636
ai001440.01|0.03932464201752505772
ai001441.01|-0.28571428571428569843
ai001447.01|0.08543845534995919699
ai001449.01|0.04144144144144168429
ai001468.01|0.00300659855257578990
ai001487.01|0.02131018153117558711
ai001487.11|0.09826589595375745390
ai001507.01|-0.00203089830161662377
ai001526.01|0.09111176819998068055
ai001533.01|0.24918918918918930849
ai001545.03|0.22985074626865742431
ai001554.01|-0.02478413815158242439
ai001559.01|-0.05714285714285671780
ai001562.01|0.01960784313725483230
ai001585.01|-0.01579116983564299304
ai001598.01|0.03804589905515132209
ai001602.01|0.11971600218459821363
ai001606.01|0.07142857142857139685
ai001611.01|-0.47058823529411786257
ai001613.01|0.01068947087119243022
ai001618.01|0.28308400460299321111
ai001627.02|0.04000000000000003553
ai001632.01|0.02808491817779734667
ai001633.01|0.06646548650211236975
ai001634.01|0.06336088154269936545
ai001635.01|0.00206718346253209617
ai001650.01|0.27446808510638298628
ai001659.01|0.09380568761652607890
ai001661.01|-0.02987769398807749166
ai001678.01|0.03891207755486747466
ai001678.06|0.03149606299212592830
ai001682.01|-0.06766917293233043473
ai001686.01|0.12252811167119048719
ai001690.01|0.00285455369279596916
ai001704.01|-0.01641736592484488444
ai001706.01|0.00690562315027931639
ai001712.01|0.14538043478260864738
ai001718.01|0.12499999999999977796
ai001722.01|0.05869428750784710935
ai001728.01|0.11222423428895322850
ai001743.02|0.01081782778018114399
ai001773.01|0.01170610211706080150
ai001783.01|-0.05469678953626677664
ai001794.01|-0.04706938566115170808
ai001820.01|-0.02281105042535536143
ai001823.01|0.08239564428312107225
ai001823.02|0.07531992687385735685
ai001837.01|0.04979979979980053706
ai001860.01|0.02717497556207248977
ai001864.01|-0.04242424242424247538
ai001878.01|0.12336601307189543064
ai001891.01|0.06721091586950511676
ai001906.01|-0.11251664447403442182
ai001913.01|0.06126646829276083395
ai001919.01|0.02520532427074506643
ai001920.01|0.06035805626598556017
ai001926.01|0.07926556202418244546
ai001932.01|0.02538461538461533884
ai001932.90|0.05482130698467724272
ai001949.01|-0.03703703703703720151
ai001951.01|0.11363636363636353543
ai001968.01|0.05437352245862925315
ai001974.01|0.01728922892289252999
ai001976.01|0.03547523427041499033
ai001979.01|0.08951152987850230502
ai001982.02|0.02146844139115522410
ai001988.01|0.07138031974780467692
ai001995.11|0.00098511338300122375
ai002002.01|-0.01146131805157601935
ai002002.03|0.08241784577299360315
