RowHeader|TotalReturns.1
ai000003.01|0.03750326948885662759
ai001075.01|0.03485877726135111487
ai001119.01|0.03453744493392107984
ai001161.01|0.02409638554216853024
ai001186.01|0.02497502497502557262
ai001327.01|0.03403755868544600105
ai001331.01|0.04166666666666674068
ai001408.01|0.04112731443552331001
ai001414.02|0.04162694629806185098
ai001440.01|0.03932464201752505772
ai001449.01|0.04144144144144168429
ai001598.01|0.03804589905515132209
ai001627.02|0.04000000000000003553
ai001632.01|0.02808491817779734667
ai001678.01|0.03891207755486747466
ai001678.06|0.03149606299212592830
ai001860.01|0.02717497556207248977
ai001919.01|0.02520532427074506643
ai001932.01|0.02538461538461533884
ai001976.01|0.03547523427041499033
ai002019.01|0.03131908621960199923
ai002101.02|0.03662750518313728776
ai002113.01|0.04166666666666674068
ai002176.01|0.02411533420707767661
ai002220.01|0.02272727272727292913
ai002338.90|0.02558258642765642854
ai002411.90|0.03547671840354782447
ai002448.01|0.03036876355748363565
ai002558.01|0.03646163601775542773
ai002807.01|0.03021735288920290863
ai002884.01|0.02911402206781743551
ai002960.01|0.03614457831325279535
ai002986.01|0.02873675532269137634
ai003026.01|0.04309231762427367940
ai003082.01|0.03696532300651278469
ai003093.01|0.02726024710727603662
ai003170.01|0.03146028139473933116
ai003203.01|0.02547770700636919905
ai003226.02|0.03555555555555467429
ai003243.31|0.04115226337448474325
ai003310.01|0.02733578131374936326
ai003336.01|0.02910244174931775341
ai003413.01|0.03440677966101701735
ai003465.01|0.03823529411764714503
ai003580.01|0.03867608776496833656
ai003639.01|0.02347867752755217197
ai003643.01|0.03252972258916742021
ai003785.01|0.03804886213953118101
ai003863.01|0.04334677419354848737
ai003897.01|0.03260506543004959568
ai003937.01|0.04289544235924891424
ai003980.01|0.04048360505587100810
ai004029.01|0.03892857142857186759
ai004052.02|0.02640426883735180752
ai004066.01|0.03096819536806538764
ai004087.01|0.02630480167014526138
ai004094.01|0.03784119106699757040
ai004193.01|0.03391852159301511627
ai004245.90|0.04056437389770750634
ai004311.01|0.04074619538537072039
ai004439.90|0.03194103194103226073
ai004462.01|0.03809532027321416159
ai004497.02|0.03188526458723606183
ai004498.01|0.02897244861149950168
ai004560.01|0.03057675328507625245
ai004605.01|0.02430420779115016749
ai004611.02|0.02283984535924576953
ai004640.01|0.03657384324660362118
ai004645.01|0.02877003818398971013
ai004699.03|0.03719990846773013615
ai004723.08|0.04315356522308411158
ai004737.02|0.02887759266884559750
ai004758.01|0.04166666666666674068
ai004839.01|0.04282315622521815079
ai004843.01|0.03369565217391357059
ai004881.01|0.03181189488243330032
ai004925.90|0.03229324348538487044
ai004941.01|0.04252758274824475215
ai005024.01|0.03137384412153210178
ai005046.01|0.03736942768868667386
ai005073.19|0.02467771639042348752
ai005073.20|0.02801053387598706479
ai005073.21|0.04336283185840694721
ai005073.22|0.03340200445434304832
ai005109.01|0.02402862985685061403
ai005149.01|0.02674530215223480667
ai005180.01|0.03925148334094052949
ai005237.01|0.04195561719833551528
ai005475.01|0.02272727272727292913
ai005496.01|0.03294412010008285208
ai005526.01|0.02667654686921117069
ai005567.02|0.03033033033032994652
ai005568.02|0.03531400966183584345
ai005572.01|0.03451995685005360137
ai005650.90|0.03885959003824046576
ai005680.01|0.02430150370122019510
ai005691.90|0.02703769208626649601
ai005763.02|0.02981542830099348507
ai005786.02|0.02448947178732274743
ai005870.01|0.03384022274576992118
ai006097.01|0.04000868983068150975
ai006115.03|0.03614205859676156152
ai006136.01|0.02543938152787261764
ai006334.05|0.03174603174603141120
ai006357.01|0.03106589079578547796
ai006410.01|0.02356137284176584856
ai006424.02|0.03096774193548368359
ai006497.01|0.02581699346405197382
ai006532.01|0.04137931034482722481
ai006543.01|0.03002183406113512198
ai006730.01|0.03896816684961557087
ai006781.01|0.02375033568181428301
ai006821.01|0.03004291845493534119
ai006836.01|0.02485334979932041222
ai006867.01|0.04166685043697682111
ai006932.01|0.03278688524590167575
ai007022.01|0.02293202293202334374
ai007154.01|0.03952033368091778520
ai007277.01|0.03102283105022873855
ai007437.01|0.04297872340425534787
ai007585.01|0.03355671892638123488
ai007647.16|0.02729710026744025519
ai007647.19|0.03350432824674132171
ai007691.01|0.03105371333033835057
ai007824.01|0.02342555675711199825
ai007883.01|0.03486238532110097488
ai007921.01|0.04022082018927464198
ai007922.01|0.02428790418379467297
ai007982.01|0.03143119311688513662
ai008001.03|0.03255715320693086667
ai008007.04|0.02852233676975957088
ai008030.01|0.03260329719895160849
ai008087.02|0.03999999999999981348
ai008272.01|0.03611258028489383598
ai008307.01|0.03636363636363615370
ai008334.01|0.02838427947598276546
ai008455.01|0.02803210459972116375
ai008543.01|0.03832981289171244477
ai008544.90|0.03322670285547690838
ai008549.01|0.03710094909404615393
ai008577.01|0.02946065602208358669
ai008579.01|0.02358700489541609713
